Account,Sales_Agent,Deal_Stage,Product,Created_On
Dalttechnology,Garret Kinder,Won,MGRPFU,8/10/2017
Treequote,Markita Hansen,Won,GTXBasic,10/11/2017
,Garret Kinder,Lost,MGRPFS,4/29/2017
Faxquote,Jonathan Berthelot,Won,GTXPlusBasic,12/8/2017
Ron-tech,Reed Clapper,Won,MGRPFU,5/10/2017
Wayne Enterprises,James Ascencio,Won,GTXPlusBasic,8/31/2017
Xx-holding,Markita Hansen,Won,MGRPFS,5/12/2017
Goodsilron,Kary Hendrixson,In_Progress,GTXBasic,10/29/2017
Umbrella Corporation,James Ascencio,Won,GTXPlusPro,11/16/2017
,Elease Gluck,In_Progress,MGRPFS,6/4/2017
,Kami Bicknell,Lost,MGRPFU,9/1/2017
Groovestreet,Jonathan Berthelot,Won,MGRPFS,8/26/2017
Bluth Company,Rosalina Dieter,Lost,GTXPlusPro,3/15/2017
Golddex,Anna Snelling,Won,GTXBasic,4/28/2017
,Rosie Papadopoulos,Lost,GTXPro,8/23/2017
Xx-holding,James Ascencio,Won,MGRPFU,9/30/2017
Plexzap,Violet Mclelland,Won,MGRPFS,7/7/2017
Plusstrip,Markita Hansen,Won,MGRPFU,7/7/2017
,Garret Kinder,In_Progress,GTXBasic,5/22/2017
,Donn Cantrell,In_Progress,MGRPFU,10/23/2017
Globex Corporation,Donn Cantrell,Won,MGRPFU,2/28/2017
Soylent Corp,Darcel Schlecht,Won,GTXPlusPro,8/7/2017
Streethex,Jonathan Berthelot,Won,MGRPFS,9/17/2017
Bioplex,Donn Cantrell,In_Progress,GTXBasic,7/16/2017
,Vicki Laflamme,Lost,MGRPFU,3/14/2017
,Kary Hendrixson,In_Progress,GTXPlusBasic,8/12/2017
,Maureen Marcano,In_Progress,MGRPFU,11/21/2017
Rundofase,Vicki Laflamme,Won,MGRPFS,10/29/2017
,Lajuana Vencill,Lost,GTXPlusPro,6/7/2017
Yearin,Violet Mclelland,Won,MGRPFS,3/5/2017
Silis,Vicki Laflamme,Won,MGRPFU,9/6/2017
Dalttechnology,Kami Bicknell,Won,MGRPFS,1/4/2017
,Anna Snelling,Lost,MGRPFS,12/29/2017
,Cassey Cress,Lost,GTXPro,3/24/2017
Streethex,Marty Freudenburg,Won,GTXPlusBasic,11/10/2017
Sunnamplex,Cassey Cress,Won,MGRPFU,5/16/2017
Ontomedia,Donn Cantrell,Won,GTXBasic,9/8/2017
Isdom,Kary Hendrixson,Won,MGRPFS,9/26/2017
Bioholding,Darcel Schlecht,Won,GTXPro,3/23/2017
Xx-zobam,Darcel Schlecht,In_Progress,GTXPro,11/23/2017
Green-Plus,Marty Freudenburg,Lost,GTXBasic,6/14/2017
Isdom,Vicki Laflamme,Won,MGRPFU,4/20/2017
,Kary Hendrixson,Lost,MGRPFS,5/30/2017
Krusty Krab,Markita Hansen,Won,MGRPFS,4/20/2017
,Elease Gluck,In_Progress,GTXPlusPro,12/24/2017
,Donn Cantrell,Lost,GTXPro,3/8/2017
Globex Corporation,Corliss Cosme,Won,GTXPro,8/10/2017
Zencorporation,Moses Frase,Won,GTXPlusBasic,1/19/2017
,Garret Kinder,In_Progress,MGRPFS,12/16/2017
Dontechi,Jonathan Berthelot,Won,GTXPlusBasic,10/13/2017
Silis,Darcel Schlecht,Won,GTXPro,11/7/2017
Faxquote,Gladys Colclough,In_Progress,MGRPFS,1/22/2017
Ollivander's Wand Shop,Jonathan Berthelot,Won,GTXBasic,5/8/2017
dambase,James Ascencio,Won,MGRPFU,5/7/2017
Zumgoity,Boris Faz,Lost,GTXPro,6/6/2017
Wonka Industries,Elease Gluck,Won,MGRPFS,11/7/2017
Gekko & Co,Daniell Hammack,Won,GTXPro,6/13/2017
Zotware,Kami Bicknell,Won,GTXPlusBasic,9/26/2017
Bluth Company,Rosalina Dieter,Won,MGRPFS,12/11/2017
,Markita Hansen,In_Progress,GTXPlusBasic,4/20/2017
,Cassey Cress,Lost,GTXBasic,5/13/2017
Bioholding,Jonathan Berthelot,Won,GTXPro,9/18/2017
Xx-zobam,Lajuana Vencill,Won,GTXBasic,4/7/2017
Goodsilron,Darcel Schlecht,Won,GTXBasic,8/13/2017
Newex,Hayden Neloms,Won,MGRPFS,3/3/2017
,Vicki Laflamme,In_Progress,GTXPro,1/19/2017
,Elease Gluck,In_Progress,MGRPFS,7/11/2017
Cheers,Kary Hendrixson,Won,GTXPlusPro,5/22/2017
,Marty Freudenburg,Lost,MGRPFS,9/30/2017
The New York Inquirer,Zane Levy,In_Progress,MGRPFU,5/1/2017
,Violet Mclelland,Lost,GTXPlusBasic,8/17/2017
Goodsilron,Garret Kinder,In_Progress,GTXPro,5/4/2017
Labdrill,Darcel Schlecht,Won,GTXPlusPro,1/27/2017
Sterling Cooper,James Ascencio,Won,GTXPlusPro,10/12/2017
Hatfan,Kami Bicknell,In_Progress,GTXPlusPro,2/13/2017
Rundofase,Elease Gluck,Lost,MGRPFS,7/2/2017
Dontechi,Moses Frase,Won,GTXPlusPro,6/1/2017
Bubba Gump,Boris Faz,In_Progress,GTXPlusBasic,10/19/2017
Zoomit,Darcel Schlecht,Won,GTXPlusBasic,10/4/2017
Singletechno,Niesha Huffines,Won,GTXBasic,8/16/2017
Funholding,Rosie Papadopoulos,Won,GTXPro,9/26/2017
Inity,Kary Hendrixson,In_Progress,GTXPlusBasic,8/2/2017
,Corliss Cosme,Lost,GTXPlusBasic,10/13/2017
,Versie Hillebrand,In_Progress,GTXBasic,7/26/2017
Ontomedia,Corliss Cosme,Won,GTXBasic,10/5/2017
,Lajuana Vencill,In_Progress,GTXPlusBasic,3/21/2017
,Lajuana Vencill,In_Progress,GTXBasic,12/8/2016
Finhigh,Anna Snelling,Lost,MGRPFS,6/9/2017
,Gladys Colclough,In_Progress,GTXPlusBasic,11/21/2017
Wayne Enterprises,Maureen Marcano,Won,GTXPlusBasic,2/6/2017
,Cecily Lampkin,In_Progress,MGRPFU,11/9/2017
,Anna Snelling,In_Progress,MGRPFU,6/10/2017
,Vicki Laflamme,In_Progress,GTXBasic,7/30/2017
,Markita Hansen,Lost,GTXPlusBasic,5/25/2017
,Cecily Lampkin,In_Progress,GTXPlusBasic,8/29/2017
Funholding,Donn Cantrell,Lost,GTXBasic,9/9/2017
Wayne Enterprises,Maureen Marcano,Won,GTXPlusBasic,9/21/2017
The New York Inquirer,Jonathan Berthelot,In_Progress,GTXBasic,10/7/2017
Bluth Company,Markita Hansen,Won,MGRPFS,8/24/2017
Konex,Cassey Cress,Won,GTXPro,5/5/2017
,Violet Mclelland,In_Progress,MGRPFS,8/13/2017
Iselectrics,Kami Bicknell,Won,GTXPlusBasic,5/13/2017
Bioplex,Anna Snelling,Won,MGRPFU,5/14/2017
The New York Inquirer,Elease Gluck,In_Progress,MGRPFS,12/26/2017
,Darcel Schlecht,In_Progress,GTXPro,12/3/2017
Finjob,Lajuana Vencill,Won,GTXPlusBasic,8/20/2017
Stanredtax,Hayden Neloms,Won,MGRPFU,9/11/2017
Soylent Corp,Moses Frase,Won,MGRPFU,4/22/2017
J-Texon,Corliss Cosme,Won,MGRPFU,10/16/2017
Dontechi,Versie Hillebrand,Won,GTXPlusPro,6/11/2017
Inity,Lajuana Vencill,Lost,MGRPFU,4/1/2017
,Moses Frase,In_Progress,MGRPFS,2/13/2017
,Markita Hansen,Lost,GTXPlusBasic,10/13/2017
Gogozoom,Zane Levy,Won,GTXPlusBasic,12/21/2017
Gekko & Co,Garret Kinder,Lost,GTXBasic,7/1/2017
,Jonathan Berthelot,In_Progress,GTXPro,9/15/2017
Statholdings,Cassey Cress,Won,GTXPro,9/10/2017
,Versie Hillebrand,In_Progress,MGRPFS,11/25/2017
Zotware,Rosalina Dieter,Won,GTXPlusBasic,7/20/2017
,Rosie Papadopoulos,Lost,GTXPro,3/17/2017
,Cecily Lampkin,In_Progress,GTXPlusPro,6/14/2017
Conecom,Niesha Huffines,In_Progress,GTXPlusBasic,6/25/2017
Xx-holding,Elease Gluck,Won,GTXPlusBasic,2/26/2017
Wonka Industries,Markita Hansen,Won,MGRPFS,5/9/2017
Betatech,Donn Cantrell,Won,MGRPFU,7/30/2017
,James Ascencio,In_Progress,MGRPFS,12/21/2017
Newex,Boris Faz,Won,GTXPro,1/27/2017
,Reed Clapper,Lost,GTXPro,7/14/2017
Stanredtax,Kami Bicknell,Won,GTXBasic,6/24/2017
,Garret Kinder,In_Progress,GTXBasic,5/22/2017
Goodsilron,Marty Freudenburg,Won,GTXPlusBasic,7/31/2017
,Donn Cantrell,In_Progress,MGRPFU,2/21/2017
,Darcel Schlecht,Lost,GTXPlusPro,7/24/2017
,Corliss Cosme,In_Progress,GTXPlusPro,11/24/2017
Bioholding,Darcel Schlecht,Won,GTXBasic,8/5/2017
Toughzap,Vicki Laflamme,Lost,MGRPFU,6/4/2017
Iselectrics,Maureen Marcano,Won,GTXPlusBasic,6/2/2017
,Anna Snelling,In_Progress,GTXBasic,9/8/2017
Kinnamplus,Niesha Huffines,Won,GTXPro,8/24/2017
,Gladys Colclough,In_Progress,MGRPFS,11/28/2017
Xx-holding,Kami Bicknell,Won,GTXPlusPro,6/12/2017
Scottech,Corliss Cosme,In_Progress,MGRPFS,5/13/2017
,Kami Bicknell,In_Progress,MGRPFS,9/4/2017
,Darcel Schlecht,In_Progress,GTXBasic,4/27/2017
Wayne Enterprises,Markita Hansen,Won,GTXPlusPro,3/26/2017
Zathunicon,James Ascencio,Won,GTXPlusPro,3/16/2017
,Violet Mclelland,In_Progress,GTXPlusBasic,8/7/2017
,Anna Snelling,In_Progress,MGRPFU,8/8/2017
,Marty Freudenburg,In_Progress,MGRPFS,8/21/2017
Good Burger,Maureen Marcano,Won,MGRPFU,12/10/2017
Zencorporation,Niesha Huffines,Lost,GTXPlusBasic,9/23/2017
Donquadtech,James Ascencio,Won,MGRPFS,7/24/2017
Wayne Enterprises,Elease Gluck,Won,MGRPFU,6/9/2017
Sonron,Vicki Laflamme,Won,MGRPFU,8/15/2017
,Cecily Lampkin,In_Progress,GTXBasic,6/12/2017
Sumace,Versie Hillebrand,Won,MGRPFS,4/9/2017
,Daniell Hammack,In_Progress,MGRPFU,12/13/2017
,Garret Kinder,In_Progress,GTXPlusPro,8/2/2017
Scottech,Rosie Papadopoulos,Lost,MGRPFU,8/16/2017
Opentech,Donn Cantrell,Won,GTXBasic,3/22/2017
,Niesha Huffines,In_Progress,GTXPlusBasic,3/10/2017
,Jonathan Berthelot,In_Progress,MGRPFS,5/4/2017
Hatfan,Zane Levy,Won,GTXPro,7/13/2017
,Kary Hendrixson,In_Progress,GTXBasic,10/19/2017
Bioplex,Marty Freudenburg,In_Progress,MGRPFS,10/5/2017
Newex,Kary Hendrixson,Lost,GTXPlusPro,4/13/2017
,James Ascencio,In_Progress,MGRPFS,3/14/2017
,Darcel Schlecht,In_Progress,GTXPro,9/16/2017
,Maureen Marcano,In_Progress,GTXPlusBasic,5/7/2017
Genco Pura Olive Oil Company,Wilburn Farren,Won,MGRPFU,8/10/2017
,Zane Levy,In_Progress,GTXBasic,7/31/2017
,Cassey Cress,Lost,MGRPFS,5/26/2017
Bluth Company,Hayden Neloms,Won,GTXPlusBasic,7/8/2017
Konmatfix,Cassey Cress,Lost,MGRPFS,7/28/2017
,Lajuana Vencill,Lost,GTXBasic,5/1/2017
,Violet Mclelland,In_Progress,MGRPFS,10/2/2017
Plusstrip,Zane Levy,Won,GTXBasic,4/26/2017
,Reed Clapper,In_Progress,GTXBasic,4/22/2017
Duff Beer,Jonathan Berthelot,Won,GTXBasic,3/3/2017
Dalttechnology,Rosalina Dieter,Won,MGRPFS,8/14/2017
Y-corporation,Reed Clapper,Won,GTXPro,8/13/2017
,Cecily Lampkin,In_Progress,GTXPlusBasic,9/29/2017
Doncon,Markita Hansen,Won,GTXBasic,1/2/2017
,James Ascencio,In_Progress,MGRPFS,7/20/2017
,Rosie Papadopoulos,In_Progress,GTXPro,8/26/2017
Cyberdyne Systems,Jonathan Berthelot,Won,GTXBasic,9/20/2017
Groovestreet,Versie Hillebrand,Won,GTXPlusPro,8/18/2017
Bubba Gump,Reed Clapper,Won,MGRPFU,3/31/2017
,Darcel Schlecht,In_Progress,MGRPFS,6/9/2017
Stanredtax,Versie Hillebrand,Won,MGRPFS,7/18/2017
Treequote,Kami Bicknell,Won,MGRPFS,2/23/2017
Green-Plus,Anna Snelling,Won,MGRPFS,9/18/2017
Cyberdyne Systems,Marty Freudenburg,Won,GTXPlusBasic,4/11/2017
,Darcel Schlecht,Lost,GTXPro,4/11/2017
,Donn Cantrell,In_Progress,GTXPro,10/4/2017
Umbrella Corporation,Kami Bicknell,Won,GTXBasic,8/5/2017
,James Ascencio,In_Progress,MGRPFU,11/27/2017
,Marty Freudenburg,Lost,GTXPlusPro,4/29/2017
The New York Inquirer,Wilburn Farren,Won,GTXPlusBasic,5/19/2017
Dalttechnology,Kary Hendrixson,Lost,GTXBasic,7/3/2017
Cyberdyne Systems,Marty Freudenburg,Won,GTXBasic,8/11/2017
Hooli,Reed Clapper,Lost,GTXPlusBasic,7/27/2017
Isdom,Markita Hansen,Won,GTXPlusBasic,8/1/2017
,Reed Clapper,In_Progress,GTXPlusPro,3/8/2017
Cancity,Maureen Marcano,Won,MGRPFS,8/6/2017
Plussunin,Markita Hansen,Lost,GTXPlusBasic,4/18/2017
,Rosie Papadopoulos,In_Progress,GTXPlusPro,11/13/2017
Silis,Maureen Marcano,Won,GTXPlusBasic,7/24/2017
,Elease Gluck,In_Progress,MGRPFS,4/30/2017
,Garret Kinder,In_Progress,GTXPro,9/3/2017
Plussunin,Kami Bicknell,Won,MGRPFS,4/20/2017
,Kami Bicknell,In_Progress,GTXPlusBasic,12/23/2017
The New York Inquirer,Boris Faz,Won,GTXPro,4/30/2017
Cancity,Vicki Laflamme,Won,GTXPlusBasic,6/10/2017
Umbrella Corporation,James Ascencio,Won,MGRPFS,7/13/2017
,Zane Levy,In_Progress,GTXPlusPro,3/2/2017
Hooli,Corliss Cosme,Won,GTXPro,7/11/2017
Mathtouch,Hayden Neloms,Won,MGRPFU,8/9/2017
,Anna Snelling,In_Progress,GTXPlusBasic,7/4/2017
Hooli,Daniell Hammack,Won,GTXBasic,7/24/2017
,Marty Freudenburg,In_Progress,GTXBasic,5/31/2017
Mathtouch,Kary Hendrixson,Won,MGRPFS,10/19/2017
,Donn Cantrell,Lost,MGRPFU,11/5/2017
Newex,Zane Levy,Won,GTXPro,3/21/2017
Duff Beer,Versie Hillebrand,Won,MGRPFS,6/4/2017
Goodsilron,Anna Snelling,Won,MGRPFS,9/7/2017
Silis,Gladys Colclough,Won,GTXPlusPro,8/25/2017
Groovestreet,Gladys Colclough,Won,GTXBasic,4/20/2017
Conecom,Garret Kinder,Won,MGRPFU,7/24/2017
,Donn Cantrell,Lost,MGRPFS,6/21/2017
Doncon,Elease Gluck,In_Progress,MGRPFS,3/18/2017
Ollivander's Wand Shop,Jonathan Berthelot,Lost,GTXBasic,5/24/2017
,Kami Bicknell,In_Progress,GTXPlusBasic,12/6/2017
Stanredtax,Anna Snelling,Won,GTXPlusPro,10/17/2017
Fasehatice,Elease Gluck,In_Progress,GTK500U,6/30/2017
Zathunicon,Elease Gluck,Won,MGRPFS,1/11/2017
Inity,Niesha Huffines,Won,GTXPlusPro,10/4/2017
,Reed Clapper,In_Progress,GTXPro,12/9/2017
Genco Pura Olive Oil Company,Daniell Hammack,Lost,GTXPro,5/26/2017
Bioplex,Cecily Lampkin,Lost,MGRPFU,8/26/2017
Wayne Enterprises,Kami Bicknell,Lost,GTXBasic,10/6/2017
,Reed Clapper,Lost,MGRPFU,8/18/2017
,Corliss Cosme,In_Progress,GTXPro,10/12/2017
Domzoom,Versie Hillebrand,Won,MGRPFS,10/11/2017
,Donn Cantrell,Lost,GTXBasic,3/31/2017
Genco Pura Olive Oil Company,Reed Clapper,Lost,GTXPro,7/10/2017
,Zane Levy,In_Progress,GTXPlusPro,6/23/2017
Cancity,Vicki Laflamme,Won,GTXPro,10/22/2017
Wonka Industries,James Ascencio,Won,GTXPlusBasic,9/5/2017
,Markita Hansen,Lost,MGRPFS,8/16/2017
,Jonathan Berthelot,In_Progress,GTXBasic,7/10/2017
Olivia Pope & Associates,Moses Frase,Won,GTXPlusPro,2/18/2017
,Kary Hendrixson,In_Progress,GTXBasic,12/13/2017
Initech,Lajuana Vencill,Won,GTXBasic,8/16/2017
,Maureen Marcano,Lost,GTXPlusBasic,7/24/2017
Donquadtech,Maureen Marcano,Won,GTXPlusPro,8/28/2017
,Versie Hillebrand,Lost,MGRPFU,5/27/2017
Bioplex,Kary Hendrixson,In_Progress,GTXPlusBasic,9/16/2017
Krusty Krab,Kami Bicknell,Won,GTXBasic,8/13/2017
,Maureen Marcano,In_Progress,GTXPlusBasic,5/8/2017
Goodsilron,Anna Snelling,Won,MGRPFU,10/10/2017
,Garret Kinder,In_Progress,GTXBasic,8/29/2017
,Garret Kinder,Lost,GTXPlusBasic,2/27/2017
,Darcel Schlecht,In_Progress,GTXBasic,11/24/2017
Initech,Niesha Huffines,Won,GTXBasic,3/22/2017
,Daniell Hammack,Lost,MGRPFU,10/21/2017
Scotfind,Anna Snelling,Won,GTXPlusPro,9/25/2017
Dalttechnology,Garret Kinder,Won,GTXBasic,8/5/2017
,Kami Bicknell,In_Progress,GTXBasic,8/31/2017
,Wilburn Farren,Lost,MGRPFU,2/23/2017
,Boris Faz,Lost,MGRPFU,4/29/2017
Zotware,Elease Gluck,Lost,MGRPFS,9/11/2017
,Darcel Schlecht,Lost,GTXPlusBasic,8/3/2017
,Boris Faz,In_Progress,GTXBasic,8/10/2017
Dontechi,Lajuana Vencill,Won,MGRPFU,8/7/2017
Dalttechnology,Kami Bicknell,Won,GTXBasic,7/20/2017
Stanredtax,Lajuana Vencill,In_Progress,GTXPro,7/26/2017
,Maureen Marcano,Lost,GTXPlusBasic,10/11/2017
Hooli,Garret Kinder,Won,GTXPlusBasic,10/6/2017
Lexiqvolax,Lajuana Vencill,Won,GTXBasic,4/19/2017
Streethex,Anna Snelling,Lost,GTXPlusBasic,1/21/2017
,James Ascencio,Lost,MGRPFS,7/27/2017
Toughzap,Markita Hansen,Lost,GTXPlusBasic,6/25/2017
Finjob,Darcel Schlecht,Won,GTXPlusBasic,6/28/2017
,Maureen Marcano,In_Progress,GTXPlusBasic,9/29/2017
Scottech,Corliss Cosme,Lost,MGRPFS,1/7/2017
Groovestreet,Darcel Schlecht,Won,MGRPFS,4/7/2017
,Cassey Cress,In_Progress,GTXPlusPro,12/11/2017
Silis,Versie Hillebrand,Won,MGRPFS,5/30/2017
Ron-tech,Cassey Cress,Won,MGRPFU,8/2/2017
Ontomedia,Corliss Cosme,Won,GTXPlusBasic,5/31/2017
J-Texon,Donn Cantrell,In_Progress,GTXPlusPro,5/18/2017
Green-Plus,Darcel Schlecht,Won,GTXPlusPro,7/30/2017
Plussunin,Hayden Neloms,Won,MGRPFU,11/3/2017
dambase,Zane Levy,Won,GTXPro,9/5/2017
,Jonathan Berthelot,Lost,GTXPro,5/14/2017
,Boris Faz,Lost,MGRPFU,4/4/2017
Faxquote,Marty Freudenburg,Won,GTXBasic,8/1/2017
Zumgoity,Daniell Hammack,Lost,GTXBasic,6/15/2017
,Lajuana Vencill,In_Progress,GTXPro,8/31/2017
Conecom,Corliss Cosme,Won,GTXPlusPro,7/25/2017
Bioholding,Marty Freudenburg,Won,GTXPlusBasic,10/25/2017
Newex,Zane Levy,Won,GTXPlusPro,7/28/2017
,Gladys Colclough,Lost,GTXBasic,11/6/2017
Globex Corporation,Boris Faz,Lost,GTXBasic,5/13/2017
Groovestreet,Cecily Lampkin,Won,MGRPFU,5/31/2017
,Markita Hansen,In_Progress,MGRPFS,5/25/2017
Initech,Lajuana Vencill,Won,GTXPlusBasic,7/25/2017
,Niesha Huffines,In_Progress,MGRPFS,6/30/2017
,Reed Clapper,In_Progress,GTXPlusPro,8/8/2017
,Wilburn Farren,Lost,MGRPFU,6/12/2017
Kinnamplus,Niesha Huffines,Won,GTXPlusBasic,7/31/2017
Codehow,Donn Cantrell,Won,GTXBasic,11/13/2017
Domzoom,Jonathan Berthelot,Won,GTXBasic,9/18/2017
Acme Corporation,Daniell Hammack,Won,GTXPlusPro,3/2/2017
Konex,Donn Cantrell,Won,GTXPlusBasic,11/12/2017
Zoomit,Gladys Colclough,Won,GTXPlusPro,9/29/2017
Bioholding,Jonathan Berthelot,Lost,GTXPro,5/25/2017
Rantouch,Cassey Cress,Won,GTXPlusBasic,7/2/2017
,Kami Bicknell,In_Progress,GTXBasic,5/29/2017
Zoomit,Gladys Colclough,Won,GTXPlusBasic,9/7/2017
,Corliss Cosme,In_Progress,GTXBasic,11/27/2017
,Daniell Hammack,In_Progress,GTXBasic,12/12/2017
Scottech,Niesha Huffines,In_Progress,GTXPlusBasic,12/10/2017
,Vicki Laflamme,Lost,MGRPFS,5/5/2017
,Daniell Hammack,In_Progress,GTXPro,12/8/2016
Betasoloin,Cassey Cress,Won,GTXBasic,6/23/2017
,Anna Snelling,In_Progress,MGRPFU,9/7/2017
Umbrella Corporation,Kami Bicknell,Won,GTXBasic,5/10/2017
,Darcel Schlecht,In_Progress,MGRPFS,1/31/2017
,Vicki Laflamme,In_Progress,MGRPFU,5/11/2017
,Reed Clapper,In_Progress,GTXBasic,4/8/2017
Plussunin,Hayden Neloms,Lost,MGRPFU,3/24/2017
,Lajuana Vencill,Lost,GTXPlusBasic,2/14/2017
Gekko & Co,Reed Clapper,Won,GTXPlusPro,7/24/2017
,Cassey Cress,In_Progress,GTXBasic,7/11/2017
Zencorporation,Lajuana Vencill,Lost,GTXBasic,7/19/2017
Sonron,Kary Hendrixson,Lost,GTXPlusBasic,9/5/2017
Konmatfix,Corliss Cosme,Won,GTXBasic,10/24/2017
Condax,Kary Hendrixson,Won,GTXPlusPro,8/10/2017
Plusstrip,Zane Levy,Won,MGRPFS,5/10/2017
,Vicki Laflamme,In_Progress,GTXBasic,11/14/2017
Krusty Krab,Hayden Neloms,Lost,GTXPlusBasic,8/26/2017
,Darcel Schlecht,In_Progress,GTXBasic,11/4/2017
Sterling Cooper,Rosalina Dieter,Won,MGRPFS,8/14/2017
Initech,Moses Frase,Won,MGRPFS,8/14/2017
Donware,Zane Levy,Won,GTXBasic,1/5/2017
,Versie Hillebrand,In_Progress,MGRPFU,11/28/2017
Dalttechnology,Markita Hansen,Won,GTXBasic,10/25/2017
Betatech,Donn Cantrell,Lost,GTXPro,3/27/2017
Cyberdyne Systems,Versie Hillebrand,Lost,MGRPFU,7/25/2017
,Lajuana Vencill,Lost,GTXPro,3/8/2017
,Darcel Schlecht,In_Progress,GTXPro,6/13/2017
,Maureen Marcano,In_Progress,GTXPlusBasic,2/4/2017
Rundofase,Zane Levy,Won,GTXPlusBasic,12/18/2017
Initech,Cecily Lampkin,Won,GTXBasic,9/12/2017
Newex,Marty Freudenburg,In_Progress,MGRPFS,8/15/2017
Nam-zim,Gladys Colclough,Won,GTXPlusPro,3/29/2017
Dontechi,Darcel Schlecht,Won,MGRPFS,6/24/2017
Stark Industries,Kary Hendrixson,Won,GTXPlusBasic,3/30/2017
Singletechno,Gladys Colclough,Won,GTXPro,5/30/2017
,Cassey Cress,In_Progress,MGRPFU,11/19/2017
Y-corporation,Garret Kinder,Won,GTXPlusPro,9/1/2017
,Vicki Laflamme,In_Progress,MGRPFS,12/9/2017
Fasehatice,Daniell Hammack,Won,MGRPFS,4/6/2017
,Anna Snelling,In_Progress,GTXPlusBasic,12/19/2017
,Jonathan Berthelot,In_Progress,GTXPro,12/30/2017
Plussunin,Kary Hendrixson,Won,GTXPro,4/27/2017
,Corliss Cosme,Lost,GTXPlusBasic,8/11/2017
,Cecily Lampkin,Lost,MGRPFU,7/11/2017
,Gladys Colclough,In_Progress,MGRPFS,4/17/2017
Domzoom,Darcel Schlecht,Lost,GTXPro,2/6/2017
,Vicki Laflamme,In_Progress,GTXPlusBasic,12/20/2017
Sterling Cooper,Hayden Neloms,Won,GTXPlusBasic,8/3/2017
Statholdings,Rosie Papadopoulos,Won,MGRPFS,7/31/2017
Y-corporation,Corliss Cosme,Won,GTXBasic,5/31/2017
Sumace,Anna Snelling,Won,MGRPFS,2/17/2017
,Moses Frase,In_Progress,MGRPFU,12/19/2017
Funholding,Violet Mclelland,Won,MGRPFS,4/21/2017
,Boris Faz,Lost,MGRPFU,5/15/2017
,Hayden Neloms,In_Progress,MGRPFS,11/23/2017
,Rosie Papadopoulos,In_Progress,GTXPro,6/15/2017
Xx-holding,Kary Hendrixson,Won,GTXPlusPro,11/2/2017
Sterling Cooper,Kami Bicknell,Won,GTXBasic,4/10/2017
,James Ascencio,In_Progress,GTXPlusBasic,8/9/2017
,Maureen Marcano,In_Progress,GTXPro,12/7/2017
dambase,James Ascencio,Won,GTXPro,8/23/2017
,Cassey Cress,In_Progress,GTXPro,12/10/2017
Groovestreet,Versie Hillebrand,Won,GTXBasic,9/10/2017
,Darcel Schlecht,Lost,GTXPro,3/20/2017
Cyberdyne Systems,Anna Snelling,Won,MGRPFS,7/27/2017
,Darcel Schlecht,In_Progress,GTXPro,7/16/2017
,Vicki Laflamme,Lost,MGRPFU,4/3/2017
Golddex,Gladys Colclough,Won,GTXPro,9/4/2017
Scotfind,Marty Freudenburg,Won,GTXPlusBasic,3/12/2017
,Boris Faz,In_Progress,MGRPFS,12/17/2017
,Garret Kinder,Lost,MGRPFU,4/17/2017
Genco Pura Olive Oil Company,Rosie Papadopoulos,Won,GTXPro,9/1/2017
,Kary Hendrixson,In_Progress,GTXPlusBasic,6/17/2017
Vehement Capital Partners,Maureen Marcano,Won,GTXPro,7/28/2017
,James Ascencio,Lost,GTXBasic,9/21/2017
,Darcel Schlecht,In_Progress,MGRPFS,3/28/2017
Massive Dynamic,Corliss Cosme,Won,GTXPlusBasic,5/7/2017
,Vicki Laflamme,In_Progress,GTXPro,12/7/2017
,Corliss Cosme,In_Progress,GTXPlusBasic,5/14/2017
Labdrill,Jonathan Berthelot,Won,MGRPFS,6/10/2017
Treequote,Markita Hansen,Won,MGRPFS,10/8/2017
Fasehatice,Versie Hillebrand,In_Progress,GTXPro,6/9/2017
,Darcel Schlecht,In_Progress,GTXBasic,3/7/2017
Streethex,Marty Freudenburg,Won,GTXPlusBasic,6/5/2017
Scottech,Cassey Cress,Won,GTXBasic,7/30/2017
,Reed Clapper,In_Progress,MGRPFS,8/19/2017
,Gladys Colclough,In_Progress,GTXBasic,11/26/2017
Finjob,Versie Hillebrand,Won,MGRPFS,2/19/2017
Zathunicon,Hayden Neloms,Won,MGRPFU,5/2/2017
Acme Corporation,Corliss Cosme,Won,GTXPro,5/11/2017
,Violet Mclelland,Lost,GTXBasic,6/1/2017
Bioplex,Moses Frase,Won,MGRPFU,7/24/2017
Groovestreet,Versie Hillebrand,Won,GTXPro,8/8/2017
,Violet Mclelland,In_Progress,GTXPlusBasic,3/5/2017
Stark Industries,Zane Levy,Won,GTXPro,3/31/2017
,Moses Frase,Lost,MGRPFS,10/11/2017
,Markita Hansen,In_Progress,MGRPFS,11/15/2017
Statholdings,Cassey Cress,Lost,GTXPro,10/3/2017
Massive Dynamic,Reed Clapper,Lost,GTXPro,5/22/2017
,Donn Cantrell,In_Progress,MGRPFU,3/8/2017
,Lajuana Vencill,Lost,GTXPlusBasic,8/1/2017
Faxquote,Moses Frase,Won,GTXBasic,4/23/2017
Groovestreet,Moses Frase,Won,GTXPro,2/6/2017
Cheers,Rosalina Dieter,Lost,MGRPFU,12/14/2017
,Cassey Cress,In_Progress,GTXPlusBasic,6/10/2017
Domzoom,Gladys Colclough,Won,GTXPro,5/17/2017
Gekko & Co,Violet Mclelland,Won,MGRPFS,7/3/2017
